Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[99]     0.0    0.00    0.00       1         std::vector<Individuo, std::allocator<Individuo> >::_M_check_len(unsigned long, char const*) const [99]
                0.00    0.00       4/8258997     std::vector<Individuo, std::allocator<Individuo> >::size() const [31]
                0.00    0.00       2/2           std::vector<Individuo, std::allocator<Individuo> >::max_size() const [411]
                0.00    0.00       1/27          unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [264]
-----------------------------------------------
                0.00    0.00 4247032/4247032     int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [108]
[106]    0.0    0.00    0.00 4247032         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [106]
-----------------------------------------------
                0.00    0.00     120/4247032     int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [92]
                0.00    0.00 4246912/4247032     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [23]
[107]    0.0    0.00    0.00 4247032         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [107]
-----------------------------------------------
                0.00    0.00     120/4247032     int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [89]
                0.00    0.00 4246912/4247032     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [24]
[108]    0.0    0.00    0.00 4247032         int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [108]
                0.00    0.00 4247032/4247032     __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [106]
-----------------------------------------------
                0.00    0.00 2123456/2123456     std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [10]
[109]    0.0    0.00    0.00 2123456         __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_propagate_on_copy_assign() [109]
-----------------------------------------------
                0.00    0.00 2123456/2123456     void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [45]
[110]    0.0    0.00    0.00 2123456         void std::_Destroy_aux<true>::__destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [110]
-----------------------------------------------
                0.00    0.00  222184/222184      Genetic::minHeapify(unsigned int) [50]
[111]    0.0    0.00    0.00  222184         Genetic::left(unsigned int) [111]
-----------------------------------------------
                0.00    0.00  222184/222184      Genetic::minHeapify(unsigned int) [50]
[112]    0.0    0.00    0.00  222184         Genetic::right(unsigned int) [112]
-----------------------------------------------
                0.00    0.00   74566/74566       void std::iter_swap<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [54]
[113]    0.0    0.00    0.00   74566         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [113]
-----------------------------------------------
                0.00    0.00   41715/41715       void std::random_shuffle<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [39]
[114]    0.0    0.00    0.00   41715         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [114]
-----------------------------------------------
                0.00    0.00   10440/10440       std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int*> >, std::is_move_constructible<int*>, std::is_move_assignable<int*> >::value, void>::type std::swap<int*>(int*&, int*&) [116]
[115]    0.0    0.00    0.00   10440         std::remove_reference<int*&>::type&& std::move<int*&>(int*&) [115]
-----------------------------------------------
                0.00    0.00    3480/3480        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&) [123]
[116]    0.0    0.00    0.00    3480         std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int*> >, std::is_move_constructible<int*>, std::is_move_assignable<int*> >::value, void>::type std::swap<int*>(int*&, int*&) [116]
                0.00    0.00   10440/10440       std::remove_reference<int*&>::type&& std::move<int*&>(int*&) [115]
-----------------------------------------------
                0.00    0.00      58/1740        Input::addCoordenates(int, double, double) [233]
                0.00    0.00    1682/1740        Input::build() [79]
[117]    0.0    0.00    0.00    1740         std::vector<std::pair<double, double>, std::allocator<std::pair<double, double> > >::operator[](unsigned long) [117]
-----------------------------------------------
                0.00    0.00    1682/1682        Input::build() [79]
[118]    0.0    0.00    0.00    1682         std::pair<double, double>::operator=(std::pair<double, double> const&) [118]
-----------------------------------------------
                0.00    0.00    1301/1301        std::allocator<int>::~allocator() [120]
[119]    0.0    0.00    0.00    1301         __gnu_cxx::new_allocator<int>::~new_allocator() [119]
-----------------------------------------------
                0.00    0.00      60/1301        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [65]
                0.00    0.00     464/1301        std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [75]
                0.00    0.00     777/1301        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [132]
[120]    0.0    0.00    0.00    1301         std::allocator<int>::~allocator() [120]
                0.00    0.00    1301/1301        __gnu_cxx::new_allocator<int>::~new_allocator() [119]
-----------------------------------------------
                0.00    0.00    1280/1280        std::allocator<int>::allocator(std::allocator<int> const&) [122]
[121]    0.0    0.00    0.00    1280         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [121]
-----------------------------------------------
                0.00    0.00      60/1280        std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [185]
                0.00    0.00     232/1280        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int>&&) [143]
                0.00    0.00     464/1280        std::_Vector_base<int, std::allocator<int> >::get_allocator() const [137]
                0.00    0.00     524/1280        std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [136]
[122]    0.0    0.00    0.00    1280         std::allocator<int>::allocator(std::allocator<int> const&) [122]
                0.00    0.00    1280/1280        __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [121]
-----------------------------------------------
                0.00    0.00     232/1160        std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::_Vector_base<int, std::allocator<int> >&&) [84]
                0.00    0.00     928/1160        std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [75]
[123]    0.0    0.00    0.00    1160         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&) [123]
                0.00    0.00    3480/3480        std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int*> >, std::is_move_constructible<int*>, std::is_move_assignable<int*> >::value, void>::type std::swap<int*>(int*&, int*&) [116]
